,category,date_time,headline,link
220,technology, 6 June 2020,Zuckerberg Promises a Review of Facebook Content Policies After Backlash,https://gadgets.ndtv.com/social-networking/news/zuckerberg-promises-a-review-of-facebook-content-policies-after-backlash-2241745
221,india," June 5, 2020  5:55:05 pm",Maneka Gandhi’s NGO website hacked for remarks on Malappuram district,https://indianexpress.com/article/india/maneka-gandhis-ngo-website-hacked-for-remarks-on-malappuram-district-6444301/
222,sports," June 3, 2020  1:18:08 pm",Odion Ighalo aiming to lift Manchester United after loan extension,https://indianexpress.com/article/sports/football/english-premier-league/odion-ighalo-aiming-to-lift-manchester-united-after-loan-extension-6440523/
223,india," June 6, 2020  2:00:59 am","Approved by Union Cabinet, two agri ordinances have penal provisions to safeguard farmers",https://indianexpress.com/article/india/two-agri-ordinances-have-penal-provisions-to-safeguard-farmers-6444840/
224,lifestyle," June 5, 2020  4:40:41 pm","COVID-19 lockdown can worsen obesity issues in children, suggests study",https://indianexpress.com/article/lifestyle/health/covid-19-lockdown-worsen-obesity-in-children-study-6442648/
225,india," June 7, 2020  11:23:55 pm","Sanjay Raut says Sonu Sood ‘enacting political script by BJP’, actor later meets Uddhav",https://indianexpress.com/article/india/sonu-sood-shiv-sena-migrant-workers-bjp-6447338/
226,entertainment," June 4, 2020  8:31:49 am","Streaming Guide: TV shows, movies and web series to watch on June 3",https://indianexpress.com/article/entertainment/web-series/streaming-on-june-1-6436981/
227,india," June 5, 2020  5:25:36 pm","India Coronavirus Updates, June 5: SC notice on PIL for cap on charges at private hospitals, IRDAI’s Covid cover rule",https://indianexpress.com/article/india/india-coronavirus-updates-june-5-sc-notice-on-pil-for-cap-on-charges-at-private-hospitals-irdais-covid-cover-rule/
228,technology, 5 June 2020,"Moto G Fast, Moto E (2020) With 32GB Onboard Storage, Android 10 Launched: Price, Specifications",https://gadgets.ndtv.com/mobiles/news/moto-g-fast-e-2020-price-149-199-usd-launch-specifications-features-2241449
229,entertainment," June 2, 2020  8:27:02 am",Music director-singer Wajid Khan passes away,https://indianexpress.com/article/entertainment/bollywood/music-director-wajid-khan-dead-6436540/
230,entertainment," June 5, 2020  6:37:02 pm",Five films on racism you should watch,https://indianexpress.com/article/entertainment/hollywood/five-movies-on-racism-you-should-watch-6442392/
231,india," June 5, 2020  8:08:08 am","Lockdown period saw rise of violence within family, child abuse, says SC judge",https://indianexpress.com/article/india/lockdown-period-saw-rise-of-violence-within-family-child-abuse-says-sc-judge-6443296/
232,india," June 5, 2020  8:21:08 pm",Congress names Kharge as candidate for Rajya Sabha polls from Karnataka,https://indianexpress.com/article/india/congress-names-kharge-candidate-rs-polls-karnataka-6444517/
233,lifestyle," June 6, 2020  6:19:15 pm",Threads of history: The Story of PM Modi’s ‘Manipuri’ Gamchha,https://indianexpress.com/article/lifestyle/fashion/threads-of-history-prime-minister-modi-gamchha-mask-6445729/
234,india," June 6, 2020  2:32:12 am",Report to work once a week or face action: Maharashtra Govt tells its staffers,https://indianexpress.com/article/india/report-to-work-once-a-week-or-face-action-maharashtra-govt-tells-its-staffers-6444860/
235,lifestyle," May 29, 2020  10:00:49 am",Sobhita Dhulipala tries tricky yoga poses; know their benefits,https://indianexpress.com/article/lifestyle/fitness/sobhita-dhulipala-attempts-difficult-yoga-poses-health-benefits-6431084/
236,technology, 5 June 2020,"China Slams Facebook's State Media Rules, Says It's Being Unfairly Targeted",https://gadgets.ndtv.com/social-networking/news/china-slams-facebooks-state-media-rules-says-its-being-unfairly-targeted-2241487
237,entertainment," June 5, 2020  4:07:57 pm",Lyricist A M Turaz placed under home quarantine after he reaches native village in UP,https://indianexpress.com/article/entertainment/bollywood/lyricist-a-m-turaz-placed-under-home-quarantine-after-he-reaches-native-village-in-up-6443838/
238,sports," June 4, 2020  6:08:59 pm",Lionel Messi concern after missed practice ahead of La Liga return,https://indianexpress.com/article/sports/football/lionel-messi-concern-after-missed-practice-ahead-of-la-liga-return-6442700/
239,lifestyle," May 26, 2020  6:20:50 pm",Time to replace those cheesy dips with this healthy variety,https://indianexpress.com/article/lifestyle/food-wine/dips-healthy-recipe-makhana-hung-curd-garlic-benefits-lavleen-kaur-lockdown-hunger-pangs-snacks-6354878/
240,technology, 1 June 2020,MakeMyTrip Lays Off 350 Employees as Travel Sector Suffers Due To COVID-19 Crisis,https://gadgets.ndtv.com/apps/news/makemytrip-350-employees-laid-off-extended-mediclaim-salary-2238676
241,lifestyle," June 1, 2020  4:21:45 pm",Is constipation troubling you? Time to try out this yoga asana,https://indianexpress.com/article/lifestyle/health/constipation-yoga-asana-malasana-ghee-warm-water-morning-luke-coutinho-6434757/
242,sports," June 4, 2020  8:07:16 am","No race cancellation even if driver has COVID-19, says F1 boss Chase Carey",https://indianexpress.com/article/sports/motor-sport/no-race-cancellation-even-if-driver-has-covid-19-says-f1-boss-chase-carey-6440117/
243,lifestyle," June 8, 2020  1:20:21 pm",Shilpa Shetty knows how to keep it chic in dresses; check it here,https://indianexpress.com/article/lifestyle/fashion/shilpa-shetty-happy-birthday-dresses-age-fashion-photos-6448260/
244,lifestyle," June 4, 2020  11:20:16 pm",Diet Sabya calls out Madhuri Dixit’s popular song outfit from Raja,https://indianexpress.com/article/lifestyle/fashion/diet-sabya-calls-our-madhuri-dixits-popular-song-outfit-6442621/
245,sports," June 5, 2020  11:59:36 am",Bio-secure arrangements for WI Tests will be able to withstand second wave of infection: ECB,https://indianexpress.com/article/sports/cricket/bio-secure-arrangements-west-indies-vs-england-test-coronavirus-ecb-6443664/
246,technology, 3 June 2020,"MTNL Launches New Rs. 251 Prepaid Plan With 1GB Daily Data, Unlimited Calls for 28 Days",https://gadgets.ndtv.com/telecom/news/mtnl-rs-251-prepaid-plan-india-recharge-1gb-daily-data-unlimited-calls-28-days-validity-2240123
247,entertainment," May 30, 2020  4:35:16 pm",Akshay Kumar quashes casting rumours for Filhall 2,https://indianexpress.com/article/entertainment/music/akshay-kumar-quashes-casting-rumours-for-filhall-2-song-6434565/
248,entertainment," June 5, 2020  8:29:50 am",Filmmaker Basu Chatterjee passes away,https://indianexpress.com/article/entertainment/bollywood/basu-chatterjee-death-6442027/
249,india," June 6, 2020  9:18:21 am",Congress picks veteran Mallikarjun Kharge for RS polls in Karnataka,https://indianexpress.com/article/india/karnataka-rajya-sabha-polls-congress-mallikarjun-kharge-6445099/
250,lifestyle," May 31, 2020  1:50:02 pm",A garment that has come to represent so much for so many people: Sabyasachi shares his love for saris,https://indianexpress.com/article/lifestyle/fashion/sabyasachi-saris-instagram-note-6435491/
251,entertainment," June 8, 2020  3:34:48 pm",Gulabo Sitabo news on June 8: Makers call plagiarism allegation attempt to damage the film and more,https://indianexpress.com/article/entertainment/bollywood/gulabo-sitabo-news-on-june-8-juhi-chaturvedi-plagiarism-allegations-6448265/
252,technology, 5 June 2020,Xiaomi Smartphone Codenamed CAS to Offer 120x Zoom Support,https://gadgets.ndtv.com/mobiles/news/xiaomi-smartphone-120x-zoom-codenamed-cas-2241154
253,sports," June 7, 2020  11:45:44 am",Darren Sammy expresses fury over racist word used against him in IPL,https://indianexpress.com/article/sports/cricket/darren-sammy-furious-kalu-racist-word-ipl-srh-6446203/
254,india," June 6, 2020  5:32:15 am","UP: As religious places reopen, govt lays down protocols",https://indianexpress.com/article/india/up-as-religious-places-reopen-govt-lays-down-protocols-6444961/
255,sports," June 7, 2020  11:36:03 am","Sandesh Jhingan recalls rejections by 3rd division clubs, says the phase toughened him",https://indianexpress.com/article/sports/football/sandesh-jhingan-recalls-rejections-by-3rd-division-clubs-says-the-phase-toughened-him-6446895/
256,india," June 6, 2020  10:47:05 pm","From June 8, textile markets in Surat can function without odd-even rule",https://indianexpress.com/article/india/from-june-8-textile-markets-in-surat-can-function-without-odd-even-rule-6446273/
257,entertainment," June 3, 2020  1:30:36 am",83 actor Ammy Virk: Ranveer Singh looked after us like his own brothers,https://indianexpress.com/article/entertainment/bollywood/ammy-virk-83-film-ranveer-singh-6438601/
258,entertainment," June 4, 2020  8:34:10 am",Sunil Grover on shot-at-home content: Nothing can be compared to collective team effort,https://indianexpress.com/article/entertainment/television/sunil-grover-on-shot-at-home-content-6439013/
259,technology, 3 June 2020,"India Launches ₹ 50,000 Crores Plan to Boost Electronics Manufacturing",https://gadgets.ndtv.com/mobiles/news/india-launches-rs-50000-crores-plan-to-boost-electronics-manufacturing-2239836
260,entertainment," May 31, 2020  5:42:53 pm",The Vast of Night movie review: A gripping old-school sci-fi thriller,https://indianexpress.com/article/entertainment/web-series/the-vast-of-night-movie-review-a-gripping-old-school-sci-fi-thriller-6434810/
261,entertainment," June 7, 2020  4:16:04 pm",Streaming Guide: Movies and TV shows to watch on June 7,https://indianexpress.com/article/entertainment/web-series/streaming-guide-what-to-watch-on-june-5-6443660/
262,lifestyle," June 1, 2020  6:38:19 pm",Try these peanut butter cookies with just 3 ingredients; check out the recipe here,https://indianexpress.com/article/lifestyle/food-wine/want-to-have-peanut-butter-cookies-no-flour-3-ingredients-6421078/
263,lifestyle," June 2, 2020  9:13:06 am",Aata or wheat flour: Know about its various benefits for your skin,https://indianexpress.com/article/lifestyle/life-style/heres-what-aata-or-wheat-flour-can-do-for-your-skincare-routine-6436194/
264,entertainment," June 5, 2020  9:16:23 pm",Cinematographer Baidyanath Basak passes away,https://indianexpress.com/article/entertainment/regional/baidyanath-basak-dead-cinematographer-6443606/
265,india," June 7, 2020  12:53:55 am",SC to hear plea to review 2018 order upholding Aadhaar,https://indianexpress.com/article/india/sc-to-hear-plea-to-review-2018-order-upholding-aadhaar-6446411/
266,sports," June 5, 2020  2:16:20 pm",Atletico Madrid’s Marcos Llorente spent lockdown watching repeats of Anfield win,https://indianexpress.com/article/sports/football/atletico-madrids-marcos-llorente-spent-lockdown-watching-repeats-of-anfield-win-champions-league-6443923/
267,entertainment," June 8, 2020  8:27:11 am","Playlist: On Neha Kakkar’s birthday, a look at her top songs",https://indianexpress.com/article/entertainment/bollywood/neha-kakkar-birthday-top-songs-playlist-6445320/
268,india," June 5, 2020  4:44:44 pm","SC proposes transportation of all stranded migrants in 15 days, reserves order for June 9",https://indianexpress.com/article/india/supreme-court-on-migrant-distress-during-india-lockdown-6444107/
269,lifestyle," June 8, 2020  9:11:17 am",You could be making some common hair mistakes; find out,https://indianexpress.com/article/lifestyle/life-style/you-could-be-making-some-common-hair-mistakes-find-out-6442869/
270,sports," June 4, 2020  7:13:18 pm",AIFF to pay two-month stipend to U-17 WC probables for dietary requirements,https://indianexpress.com/article/sports/football/aiff-to-pay-two-month-stipend-to-u-17-wc-probables-for-dietary-requirements-6442791/
271,lifestyle," June 2, 2020  11:41:05 am",Quarantine workout: Urvashi Rautela gives major fitness goals; check it out,https://indianexpress.com/article/lifestyle/fitness/urvashi-rautela-quarantine-fitness-goals-kettelbell-swing-exercise-benefits-6429731/
272,lifestyle," May 29, 2020  11:34:03 am",Rice vs roti: What is ideal for weight loss?,https://indianexpress.com/article/lifestyle/health/rice-or-roti-what-is-ideal-for-weight-loss-6428223/
274,technology, 5 June 2020,"Mi Notebook Branding Confirmed, Horizon Edition Teased Ahead of Launch",https://gadgets.ndtv.com/laptops/news/mi-notebook-horizon-edition-specifications-branding-xiaomi-india-launch-2241143
275,india," June 5, 2020  9:56:13 pm","Woman IPS officer targeted with obscene content on Twitter, FIR lodged",https://indianexpress.com/article/india/woman-ips-officer-targeted-with-obscene-content-on-twitter-fir-lodged-6444600/
276,sports," June 7, 2020  2:45:03 pm",Hima Das: Sprinting into spotlight,https://indianexpress.com/article/sports/sport-others/hima-das-sprinting-into-spotlight-6447066/
277,sports," June 5, 2020  10:07:29 pm","Jadon Sancho, Manuel Akanji fined for getting haircuts without face masks",https://indianexpress.com/article/sports/football/jadon-sancho-manuel-akanji-fined-haircuts-without-face-masks-6444623/
278,india," June 6, 2020  6:07:26 am","CM sounds election bugle, tells TMC to be prepared for 2021",https://indianexpress.com/article/india/cm-sounds-election-bugle-tells-tmc-to-be-prepared-for-2021-6445040/
279,india," June 5, 2020  1:34:07 pm","Tablighi event: No need for CBI probe, Centre tells Supreme court",https://indianexpress.com/article/india/tablighi-event-no-need-for-cbi-probe-centre-tells-supreme-court-6443776/
280,lifestyle," May 29, 2020  11:52:34 am",Radhika Madan shows how airport fashion might look like in the future,https://indianexpress.com/article/lifestyle/fashion/radhika-madan-airport-looks-coronavirus-6429719/
281,sports," June 6, 2020  8:49:57 pm",UAE cricket board confirms offer to host IPL: Report,https://indianexpress.com/article/sports/ipl/uae-cricket-board-confirms-offer-to-host-ipl-report-6446143/
282,technology, 4 June 2020,"Strawberry Moon 2020: When is June Full Moon, Timings, How to Watch, More",https://gadgets.ndtv.com/science/news/strawberry-moon-june-2020-full-moon-vat-purnima-india-timing-watch-livestream-2240649
283,india," June 7, 2020  11:35:46 am",Tamil Nadu govt caps Covid treatment charges in private hospitals,https://indianexpress.com/article/india/tamil-nadu-govt-caps-covid-treatment-charges-in-private-hospitals-6446457/
284,lifestyle," May 31, 2020  11:23:18 am",Try kadha is a must try to give a big boost to your immunity,https://indianexpress.com/article/lifestyle/health/try-this-kadha-if-you-want-to-give-a-big-boost-to-immunity-tulsi-tea-tulsi-kadha-6429388/
285,sports," June 7, 2020  11:51:50 am",Why Sunil Gavaskar named his son after West Indies great Rohan Kanhai,https://indianexpress.com/article/sports/cricket/sunil-gavaskar-named-son-west-indies-rohan-kanhai-6444170/
286,lifestyle," June 4, 2020  2:01:02 pm",These diet tips can boost your energy for the next cycling trip,https://indianexpress.com/article/lifestyle/health/united-nations-june-3-world-bicycle-day-ideal-diet-cyclists-6440346/
287,lifestyle," May 29, 2020  6:20:49 pm",You must include aloo bukhara or plum in your summer diet; here’s why,https://indianexpress.com/article/lifestyle/food-wine/benefits-of-aloo-bukhara-and-how-you-can-consume-it-6432956/
288,entertainment," June 5, 2020  11:14:37 pm",Choked movie release: Highlights,https://indianexpress.com/article/entertainment/web-series/anurag-kashyap-choked-movie-release-live-updates-6443482/
289,india," June 8, 2020  12:02:46 am",NDA set to resume academic sessions today,https://indianexpress.com/article/india/nda-set-to-resume-academic-sessions-tomorrow-6447544/
290,india," June 6, 2020  3:24:36 am","Transmission slowest ever, Maharashtra load big factor now & later",https://indianexpress.com/article/india/transmission-slowest-ever-maharashtra-load-big-factor-now-later-6444911/
291,sports," June 8, 2020  9:53:49 am",‘AFC Asian Cup will define the future of women’s football in India’: Aditi Chauhan,https://indianexpress.com/article/sports/football/aditi-chauhan-interview-afc-women-asian-cup-2022-india-6447293/
292,technology, 4 June 2020,Snapchat to No Longer Promote Trump in Discover for Inciting 'Racial Violence',https://gadgets.ndtv.com/apps/news/snapchat-to-no-longer-promote-trump-in-discover-for-inciting-racial-violence-2240422
293,sports," June 5, 2020  2:53:39 pm",Rory Burns expecting ‘stiff test’ against West Indies in July Test series,https://indianexpress.com/article/sports/cricket/rory-burns-stiff-test-vs-west-indies-series-6443995/
294,lifestyle," June 8, 2020  2:10:43 pm",Art for art’s sake: Has the State failed its artistes?,https://indianexpress.com/article/lifestyle/art-and-culture/has-the-state-failed-its-artistes-artmatters-art-community-coronavirus-6448423/
295,technology, 6 June 2020,"Samsung Galaxy Note 20 Series, Samsung Galaxy Fold 2 May Launch on August 5: Report",https://gadgets.ndtv.com/mobiles/news/samsung-galaxy-note-20-fold-2-foldable-phone-launch-date-august-5-report-2241784
296,india," June 8, 2020  1:24:44 am",821 ASI monuments to reopen for prayers today,https://indianexpress.com/article/india/coronavirus-lockdown-821-asi-monuments-to-reopen-for-prayers-today-6447748/
297,sports," June 8, 2020  9:36:31 am","Kevin Harvick cherishes Atlanta win, looks to help off the track",https://indianexpress.com/article/sports/motor-sport/kevin-harvick-cherishes-atlanta-win-looks-to-help-off-the-track-george-floyd-protests-6448165/
298,lifestyle," June 8, 2020  10:58:02 am",Have prayers changed in lockdown? People of faith answer,https://indianexpress.com/article/lifestyle/feelings/have-prayers-changed-in-lockdown-people-of-faith-answer-6445466/
299,lifestyle," May 29, 2020  12:32:47 pm",Have travel restrictions quelled wanderlust? Writers and bloggers weigh in,https://indianexpress.com/article/lifestyle/destination-of-the-week/have-travel-restrictions-quelled-wanderlust-writers-and-bloggers-weigh-in-6430050/
300,technology, 2 June 2020,"Facebook, Snap Join Chorus of Companies Condemning George Floyd Death, Racism",https://gadgets.ndtv.com/social-networking/news/facebook-snap-join-chorus-of-companies-condemning-george-floyd-death-racism-2239229
301,lifestyle," May 25, 2020  10:30:53 pm",Love the dragon fruit? Now try this skincare pack,https://indianexpress.com/article/lifestyle/life-style/love-the-dragon-fruit-now-try-this-skincare-pack-6420873/
302,technology, 1 June 2020,"Acer Swift 3 With AMD Ryzen 4000 Series Mobile Processor, Up to 16GB RAM Launched in India",https://gadgets.ndtv.com/laptops/news/acer-swift-3-price-in-india-rs-59999-launch-specifications-features-2238883
303,india," June 7, 2020  5:49:21 am","UP: Sugar mill paid Rs 31,000 to farmer who hanged himself, says official",https://indianexpress.com/article/india/land-dispute-not-cane-dues-behind-farmers-suicide-say-officials-6446425/
304,india," June 6, 2020  2:06:05 am",Prakash Javadekar calls for creation of 200 urban forests in 5 years,https://indianexpress.com/article/india/prakash-javadekar-calls-for-creation-of-200-urban-forests-in-5-years-6444845/
305,entertainment," June 8, 2020  11:58:42 am",Celebrities on TikTok: Birthday girl Shilpa Shetty is a true-blue entertainer,https://indianexpress.com/article/entertainment/bollywood/shilpa-shetty-kundra-tiktok-videos-6448258/
306,india," June 7, 2020  1:02:40 am",HP: Domestic help held for stealing employer’s Rs 3.5L using phone,https://indianexpress.com/article/india/hp-domestic-help-held-for-stealing-employers-rs-3-5l-using-phone-6446340/
307,india," June 8, 2020  8:57:25 am","Unlock 1.0: What changes for you in malls, religious places from today",https://indianexpress.com/article/india/unlock-1-0-coronavirus-guidelines-malls-religious-places-6447443/
308,entertainment," June 1, 2020  8:31:46 am",Mahesh Babu: Sarkaru Vaari Paata is a complete entertainer,https://indianexpress.com/article/entertainment/telugu/mahesh-babu-sarkaru-vaari-paata-is-a-complete-entertainer-6436783/
309,sports," June 7, 2020  1:20:00 pm",Conor McGregor announces retirement for third time,https://indianexpress.com/article/sports/sport-others/conor-mcgregor-announces-retirement-for-third-time-in-four-years-6446902/
310,india," June 8, 2020  1:28:07 am","Haryana says no cap on number of people at malls, religious places",https://indianexpress.com/article/india/coronavirus-haryana-says-no-cap-on-number-of-people-at-malls-religious-places-6447741/
311,sports," June 8, 2020  8:43:07 am",Tim Bresnan got death threats after denying Sachin Tendulkar his 100th ton,https://indianexpress.com/article/sports/cricket/tim-bresnan-umpire-death-threats-sachin-tendulkar-lbw-100th-ton-6447428/
312,india," June 5, 2020  8:08:25 pm",Another Gujarat Congress MLA resigns ahead of Rajya Sabha polls,https://indianexpress.com/article/india/another-gujarat-congress-mla-resigns-ahead-of-rs-polls-6443926/
313,technology, 3 June 2020,"iOS 14 Will Support All iPhone Models That Run iOS 13, Including iPhone 6s Series: Report",https://gadgets.ndtv.com/mobiles/news/ios-14-compatible-devices-list-iphone-6s-se-7-plus-apple-report-2239880
314,lifestyle," June 6, 2020  9:19:11 am",Bored of regular coffee? Try this sugar-free vegan hot chocolate,https://indianexpress.com/article/lifestyle/food-wine/four-ingredient-sugar-free-vegan-hot-chocolate-6431329/
315,sports," June 2, 2020  11:46:06 pm",Tiger Woods labels George Floyd death a ‘shocking tragedy’,https://indianexpress.com/article/sports/golf/tiger-woods-george-floyd-death-shocking-tragedy-6439621/
316,entertainment," June 8, 2020  8:17:19 am",Anurag Kashyap on Abhay Deol: It was painfully difficult to work with him,https://indianexpress.com/article/entertainment/bollywood/anurag-kashyap-painfully-difficult-to-work-abhay-deol-devd-6446792/
317,india," June 5, 2020  7:23:09 pm",10 central trade unions call for nationwide protest on July 3,https://indianexpress.com/article/india/10-central-trade-unions-july-3-nationwide-protest-6444464/
318,india," June 5, 2020  2:20:15 am",Kanpur college’s principal removed over Tablighi remarks,https://indianexpress.com/article/india/kanpur-colleges-principal-removed-over-tablighi-remarks-6443222/
319,sports," June 6, 2020  8:14:11 am",‘Novak Djokovic has time on his side to break Grand Slam record’: Ana Ivanovic,https://indianexpress.com/article/sports/tennis/novak-djokovic-grand-slam-record-roger-federer-ana-ivanovic-6444204/
320,technology, 4 June 2020,"Apple Rumoured to Launch New iPad Pro Models in First Half of 2021 With 5G Support, Mini-LED Displays",https://gadgets.ndtv.com/tablets/news/apple-ipad-pro-2021-5g-mini-led-display-launch-q1-q2-2240496
321,entertainment," June 4, 2020  8:34:48 am",The exploitation gimmick in Ponmagal Vandhal is horrifying,https://indianexpress.com/article/entertainment/opinion-entertainment/exploitation-gimmick-in-ponmagal-vandhal-is-horrifying-6438073/
322,technology, 5 June 2020,Samsung Galaxy Tab S6 Lite With S Pen Support Teased to Launch in India Soon,https://gadgets.ndtv.com/tablets/news/samsung-galaxy-tab-s6-lite-india-launch-teased-soon-specifications-2241153
323,entertainment," June 8, 2020  12:01:36 pm",10 Bollywood dramas to watch in your lifetime,https://indianexpress.com/article/entertainment/opinion-entertainment/bollywood-dramas-6433234/
324,india," June 7, 2020  11:55:20 pm",Vadodara police issues guidelines for places of worship,https://indianexpress.com/article/india/vadodara-police-issues-guidelines-for-places-of-worship-6447621/
325,lifestyle," June 8, 2020  10:00:44 am",Quarantine yoga: Anurag Kashyap does stretching exercise that can relieve back pain,https://indianexpress.com/article/lifestyle/fitness/anurag-kashyap-stretching-exercise-camel-pose-back-pain-6443989/
326,lifestyle," June 2, 2020  2:25:35 pm",From improving oral health to treating ulcer: Health benefits of cloves,https://indianexpress.com/article/lifestyle/health/clove-health-benefits-antioxidant-oral-health-6434643/
327,entertainment," June 8, 2020  2:24:43 pm",Iconic Satyajit Ray film Pather Panchali gets a controversial touch of colour,https://indianexpress.com/article/entertainment/regional/iconic-satyajit-ray-film-pather-panchali-gets-a-controversial-touch-of-colour-6448130/
328,entertainment," June 8, 2020  3:18:36 pm",Mohena Kumari Singh on fighting coronavirus: It’s mentally very disturbing,https://indianexpress.com/article/entertainment/television/mohena-kumari-singh-coronavirus-gaurav-wadhwa-battling-corona-6448505/
329,technology, 4 June 2020,"Redmi 9 Tipped to Launch on June 25, Price and Specifications Leaked",https://gadgets.ndtv.com/mobiles/news/redmi-9-price-150-specifications-launch-june-25-live-image-tipped-2240594
330,technology, 5 June 2020,WandaVision to Resume Filming in July in Los Angeles: Report,https://gadgets.ndtv.com/entertainment/news/wandavision-resume-filming-july-los-angeles-marvel-disney-plus-series-release-date-india-2241158
331,sports," June 6, 2020  12:01:08 pm","Colin Kaepernick has more support now, still long way to go",https://indianexpress.com/article/sports/sport-others/colin-kaepernick-has-more-support-now-still-long-way-to-go-6445456/
332,sports," June 7, 2020  8:46:37 am","World boxing champion Anthony Joshua attends march, says racism is a pandemic",https://indianexpress.com/article/sports/sport-others/world-boxing-champion-anthony-joshua-attends-march-says-racism-is-a-pandemic-6446680/
333,entertainment," June 7, 2020  2:09:27 pm","Fantastic Four producers refused to cast black Sue Storm, says Josh Trank",https://indianexpress.com/article/entertainment/hollywood/fantastic-four-producers-refused-to-cast-black-sue-storm-says-josh-trank-6447046/
334,india," June 6, 2020  8:21:12 pm","Govt destroying economy by refusing to provide cash support to people, MSMEs: Rahul Gandhi",https://indianexpress.com/article/india/rahul-gandhi-indian-economy-msme-cash-support-lockdown-6445875/
335,entertainment," June 6, 2020  11:48:45 am",Singer-actor Chris Trousdale dies of coronavirus at 34,https://indianexpress.com/article/entertainment/music/singer-actor-chris-trousdale-death-coronavirus-at-34-6442560/
336,india," June 8, 2020  11:10:47 am","Hit by Covid: Delivery, immunisation, nutrition",https://indianexpress.com/article/india/hit-by-covid-delivery-immunisation-nutrition-6447859/
337,technology, 7 June 2020,Jio Offers Free Disney+ Hotstar VIP Subscription to Its Prepaid Subscribers,https://gadgets.ndtv.com/telecom/news/jio-hotstar-vip-offer-announced-disney-plus-free-401-2588-recharge-plans-2242037
338,sports," June 6, 2020  1:53:03 pm",A Dronacharya will have no value when a foreign coach returns home after five years: Adille Sumariwalla,https://indianexpress.com/article/sports/sport-others/dronacharya-award-value-foreign-coach-returns-home-after-five-years-adille-sumariwalla-6443091/
339,technology, 2 June 2020,"Samsung Galaxy M11, Galaxy M01 With 19.5:9 Display Launched in India: Price, Specifications",https://gadgets.ndtv.com/mobiles/news/samsung-m11-m01-price-in-india-rs-10999-8999-launch-specifications-galaxy-features-2239250
340,technology, 2 June 2020,EU's Breton Signals Tougher Tech Rules as Consultations Begin,https://gadgets.ndtv.com/internet/news/eus-breton-signals-tougher-tech-rules-as-consultations-begin-2239571
341,entertainment," June 4, 2020  2:29:16 am",Cannes announces lineup for a festival cancelled by coronavirus pandemic,https://indianexpress.com/article/entertainment/entertainment-others/cannes-announces-lineup-for-a-festival-cancelled-by-coronavirus-pandemic-6441572/
342,lifestyle," May 26, 2020  3:12:45 pm",Anxious about stepping out as lockdown eases? Here’s how to cope with it,https://indianexpress.com/article/lifestyle/health/tips-to-deal-anxiety-post-lockdown-going-out-office-6422654/
343,technology, 8 June 2020,"OnePlus 8 Goes on Sale Today at 12 Noon via Amazon, OnePlus Website: Price in India, Specifications, Offers",https://gadgets.ndtv.com/mobiles/news/oneplus-8-sale-today-price-in-india-rs-41999-specifications-offers-amazon-2242300
344,lifestyle," June 4, 2020  10:30:05 pm",Chill at home with this two-ingredient mango sorbet,https://indianexpress.com/article/lifestyle/food-wine/easy-mango-sorbet-two-ingredients-recipe-6437064/
345,lifestyle," May 26, 2020  5:30:32 pm","Some white tea for good health, please",https://indianexpress.com/article/lifestyle/health/some-white-tea-for-good-health-please-6428147/
346,lifestyle," June 5, 2020  9:10:15 am",Lockdown fitness: Expert tips for your family,https://indianexpress.com/article/lifestyle/fitness/your-entire-family-can-stay-physically-fit-in-lockdown-heres-what-an-expert-advises-6442090/
347,lifestyle," May 30, 2020  11:17:05 am",Pride Month 2020: A virtual allyship challenge to celebrate LGBT+ inclusion movement,https://indianexpress.com/article/lifestyle/life-style/global-pride-month-2020-june-lgbt-pride-circle-21daysallychallenge-6434130/
348,technology, 4 June 2020,"Samsung Galaxy M11 vs Samsung Galaxy M21: Price in India, Specifications Compared",https://gadgets.ndtv.com/mobiles/news/samsung-m11-vs-samsung-m21-price-in-india-specifications-galaxy-compared-2240574
349,lifestyle," June 5, 2020  11:20:39 pm",Romantic relationships help breast cancer survivors cut stress: Study,https://indianexpress.com/article/lifestyle/health/romantic-relationships-help-breast-cancer-survivors-cut-stress-study-6443977/
350,entertainment," June 7, 2020  12:56:01 pm","BTS, Big Hit Entertainment donate USD 1 million to Black Lives Matter foundation",https://indianexpress.com/article/entertainment/music/bts-big-hit-entertainment-donate-1-usd-million-to-black-lives-matter-foundation-6446978/
351,entertainment," June 8, 2020  8:27:09 am","Wajid Khan passed away due to cardiac arrest, says family",https://indianexpress.com/article/entertainment/bollywood/wajid-khan-passed-away-due-to-cardiac-arrests-says-family-6445718/
352,sports," June 3, 2020  8:16:48 am",Formula 1 will start with two races at the Austrian GP in July,https://indianexpress.com/article/sports/motor-sport/formula-1-july-restart-austrian-gp-two-races-6439106/
353,technology, 6 June 2020,"Redmi 9 Specifications, Price Appear on E-Retailer Website Ahead of Launch",https://gadgets.ndtv.com/mobiles/news/redmi-9-price-php-6990-full-specifications-features-lazada-listing-2241833
354,india," June 8, 2020  11:06:53 am","Trainer aircraft crashes in Odisha, 2 killed",https://indianexpress.com/article/india/trainer-aircraft-crashes-in-odisha-2-killed-6448250/
355,entertainment," June 1, 2020  4:50:27 pm",Josh Gad reunites Lord of the Rings cast to raise funds for COVID-19 charity,https://indianexpress.com/article/entertainment/hollywood/josh-gad-lord-of-the-rings-cast-reunion-raise-funds-covid-19-charity-6437286/
